QSO	PI_DATE	SPEC_PREFIX	Z_EM	QSO_Olam0	QSO_Olam1	QSO_Rlam0	QSO_Rlam1	OBS_Olam0	OBS_Olam1	LyaS2N	DR	S2N	SPECRES	dv	RA	DE
J160843+071508	Prochaska_April_10_11_2007	J160843+071508_spec2	2.877	3078	7586	793	1956	3078	5975	8.11	1	5.0	102700	1.30	4.226881288490645	0.12658388251033761
J161009+472444	Prochaska_Apr_7_2006	J161009+472444	3.216	3834	8507	909	2017	3928	8507	3.16	1	4.0	47700	1.30	4.233107023376613	0.8275037467881303
J161009+472444	Prochaska_Jun_4_2006	J161009+472444	3.216	3834	8507	909	2017	3834	8356	8.59	1	5.0	35800	1.30	4.23316229213626	0.8275565914793713
J162453+375806	Benn_July_3_2006	J162453+375806	3.38	3561	6591	813	1504	3561	6591	24.15	1	12.0	71600	2.60	4.297465312323382	0.6627136373242747
J162548+264433	Ellison_Jul_3_2006	J162548+264433	2.535	3022	8103	854	2292	5015	8103	-1.00	1	7.0	71600	2.60	4.301249767918124	0.46678346030907236
J162548+264433	Steidel_May_31_Jun_1_2005	J162548+264433	2.535	3022	8103	854	2292	3102	5984	13.76	1	5.0	71600	2.60	4.301368304863155	0.46675388667452467
J162548+264433	Steidel_Sep_24_25_2008	J162548+264433	2.535	3022	8103	854	2292	3022	5896	6.13	1	9.0	47700	1.30	4.301417028638106	0.4667238282262959
J162548+264433	Cowie_May_25_26_1996	J162548+264433	2.535	3022	8103	854	2292	3970	5976	5.77	2	4.0	71700	2.60	4.292434400754509	0.46870089841786056
J162548+264433	Sargent_Aug_20_21_22_1995	J162548+264433	2.535	3022	8103	854	2292	3972	6076	4.40	2	5.0	95600	2.60	4.292446763503377	0.46872126059246716
J162548+264433	Sargent_May_22_23_24_1996	J162548+264433	2.535	3022	8103	854	2292	3883	6076	4.95	2	35.0	95600	2.60	4.292425674108249	0.4687285327976838
J162548+264658	Steidel_May_31_Jun_1_2005	J162548+264658	2.517	3022	6084	859	1729	3101	5983	27.71	1	53.0	71600	2.60	4.301446844679494	0.467481107196189
J162548+264658	Steidel_Sep_24_25_2008	J162548+264658	2.517	3022	6084	859	1729	3022	5896	24.11	1	5.0	47700	1.30	4.301418483079149	0.46746365390366906
J162548+264658	Cowie_May_25_26_1996	J162548+264658	2.517	3022	6084	859	1729	3923	5974	10.51	2	5.0	71700	2.60	4.292436582416074	0.4693830312671816
J162548+264658	Sargent_Aug_20_21_22_1995	J162548+264658	2.517	3022	6084	859	1729	3841	6076	12.23	2	8.0	95600	2.60	4.292507850027197	0.46940727195123716
J162548+264658	Sargent_Aug_20_21_22_1995	J162548+264658_spec2	2.517	3022	6084	859	1729	3859	6084	13.21	2	9.0	95600	2.60	4.292492578396241	0.4694121200880482
J162557+264448	Ellison_Jul_3_2006	J162557+264448	2.601	3102	8123	861	2255	5015	8123	-1.00	1	7.0	71600	2.60	4.302037347743086	0.46685666717491986
J162557+264448	Steidel_May_31_Jun_1_2005	J162557+264448	2.601	3102	8123	861	2255	3102	5983	12.11	1	53.0	71600	2.60	4.302032257199435	0.4668251542856478
J162557+264448	Steidel_Oct_9_10_2005	J162557+264448	2.601	3102	8123	861	2255	3124	5979	9.88	1	4.0	71600	2.60	4.302035166081521	0.46682903279509663
J162557+264448	Sargent_Jul_21_22_1996	J162557+264448	2.601	3102	8123	861	2255	4011	6052	3.06	2	4.0	95600	2.60	4.293101989193397	0.4687721660289837
J162557+264448	Sargent_May_22_23_24_1996	J162557+264448	2.601	3102	8123	861	2255	3971	6076	4.44	2	5.0	95600	2.60	4.29309471698818	0.4687799230478814
J162645+642655	Sargent_April_30_May_1_2005	J162645+642655	2.32	3127	6078	941	1830	3127	5981	57.98	1	4.0	47700	1.30	4.303796494184992	1.1267642029129323
J162645+642655	Sargent_April_7_8_9_2007	J162645+642655	2.32	3127	6078	941	1830	3127	5980	24.30	1	8.0	47700	1.30	4.3037085005018705	1.1267588699624402
J162645+642655	Cowie_Jun_26_27_2001	J162645+642655	2.32	3127	6078	941	1830	3801	6078	17.86	2	8.0	71700	2.60	4.305549095642203	1.1248424014810146
J162645+642655	Sargent_Jul_21_22_1996	J162645+642655	2.32	3127	6078	941	1830	3845	6053	22.10	2	10.0	95600	2.60	4.303798675846557	1.1266968138112583
J162645+642655	Sargent_Jul_21_22_1996	J162645+642655_spec2	2.32	3127	6078	941	1830	3811	6010	8.97	2	10.0	95600	2.60	4.303788494759254	1.1267239633774004
J162902+091322	Wolfe_Apr_14_15_2012	J162902+091322	1.985	3153	5992	1056	2007	3153	5992	6.17	1	6.0	95500	2.60	4.315472746880834	0.16092372035700717
J163412+320335	Cowie_Jun_26_27_2001	J163412+320335	2.343	3903	6077	1167	1817	3903	6077	10.35	2	7.0	71700	2.60	4.338108940058678	0.5595462556115275
J163412+320335	Cowie_Jun_26_27_2001	J163412+320335_spec2	2.343	3903	6077	1167	1817	4547	5993	-1.00	2	8.0	71700	2.60	4.338109667279201	0.5595462556115275
J164656+551446	Tytler_Mar_1_2_2001	J164656+551446	4.05	4541	6076	899	1203	4541	6076	23.20	2	7.0	71700	2.60	4.393579867010188	0.9642536873776539
J170100+641209	Cowie_July_2_3_2005	J170100+641209_spec2	2.734	3060	8125	819	2175	3741	6786	38.42	1	10.0	71600	1.30	4.453547198447148	1.121782742339532
J170100+641209	Cowie_July_2_3_2005	J170100+641209	2.734	3060	8125	819	2175	3571	8125	36.07	1	11.0	71600	1.30	4.4535442895650625	1.1217895297310676
J170100+641209	Sargent_April_30_May_1_2005	J170100+641209	2.734	3060	8125	819	2175	3129	5981	53.23	1	4.0	47700	1.30	4.453467204189765	1.1217735308795909
J170100+641209	Steidel_May_31_Jun_1_2005	J170100+641209	2.734	3060	8125	819	2175	3102	5985	45.75	1	53.0	71600	2.60	4.454971096228568	1.1205634359315415
J170100+641209	Steidel_Sep_24_25_2008	J170100+641209	2.734	3060	8125	819	2175	3060	5896	24.38	1	8.0	35800	1.30	4.455032909972909	1.1205886462429593
J170100+641209	Cowie_May_25_26_1996	J170100+641209	2.734	3060	8125	819	2175	3806	5969	45.70	2	13.0	71700	2.60	4.4535428351240185	1.1217837119668943
J170100+641209	Sargent_Apr_4_5_2002	J170100+641209	2.734	3060	8125	819	2175	3109	4647	21.67	2	6.0	95600	2.60	4.453535562918802	1.1217594712828387
J170100+641209	Sargent_April_13_14_15_1999	J170100+641209	2.734	3060	8125	819	2175	3318	4849	55.72	2	10.0	95600	2.60	4.453534835698281	1.1217851664079377
J170100+641209	Sargent_April_13_14_15_1999	J170100+641209_spec2	2.734	3060	8125	819	2175	3319	4852	26.78	2	11.0	95600	2.60	4.453480294159156	1.1217662586743744
J170100+641209	Sargent_May_22_23_24_1996	J170100+641209	2.734	3060	8125	819	2175	3996	6076	25.44	2	8.0	95600	2.60	4.453554470652365	1.1217851664079377
J170124+514920	Smith_Apr_26_27_1997	J170124+514920	0.292	3159	4660	2445	3606	3159	4660	-1.00	2	9.0	95600	2.60	4.4515138898685755	0.9056814073080863
J170919+281835	Becker_May_18_19_1998	J170919+281835	2.37	3885	6304	1152	1870	3885	6291	3.36	2	4.0	71700	2.60	4.4912863074189175	0.4940930149659725
J170919+281835	Becker_May_18_19_1998	J170919+281835_spec2	2.37	3885	6304	1152	1870	3894	6304	2.83	2	4.0	71700	2.60	4.491287761859961	0.4940959238480592
J171227+575507	Prochaska_Aug_19_20_2006	J171227+575507	3.008	3451	6310	861	1574	3451	6305	23.32	1	11.0	47700	1.30	4.504878058968823	1.0108951875687968
J171227+575507	Prochaska_May_2_3_2005	J171227+575507	3.008	3451	6310	861	1574	3470	6310	30.04	1	10.0	71600	2.60	4.5048584240147385	1.0108733709531468
J171227+575507	Prochaska_Sep_8_9_2004	J171227+575507	3.008	3451	6310	861	1574	3471	6309	15.10	1	2.0	47700	1.30	4.504966052651945	1.0108665835616113
J171938+480412	Tytler_May_10_2000	J171938+480412	1.083	3403	4955	1633	2378	3403	4955	-1.00	2	16.0	71700	2.60	4.530415134807587	0.8398471031091792
J173352+540030	Crighton_Aug_22_2007	J173352+540030	3.424	3735	8543	844	1931	3990	8543	28.66	1	7.0	47700	1.30	4.598379710321289	0.9426290579454442
J173352+540030	Prochaska_May_2_3_2005	J173352+540030	3.424	3735	8543	844	1931	3735	6645	42.42	1	2.0	71600	2.60	4.598269172801997	0.942659601207354
J175603+574848	Murphy_Jul_8_2008	J175603+574848	2.11	3157	8544	1015	2747	4111	7170	-1.00	1	14.0	47700	1.30	4.695225121632368	1.0090490170711315
J175603+574848	Prochaska_Aug_19_20_2006	J175603+574848	2.11	3157	8544	1015	2747	3157	6047	5.13	1	4.0	47700	1.30	4.695140036831333	1.0090679248046948
J175603+574848	Prochaska_Jun_2_3_2006	J175603+574848	2.11	3157	8544	1015	2747	3157	6048	2.67	1	3.0	47700	1.30	4.695079677528035	1.008993748311485
J175603+574848	Prochaska_Sep_8_9_2004	J175603+574848	2.11	3157	8544	1015	2747	3185	6047	2.90	1	3.0	47700	1.30	4.69519094226785	1.0090354422880605
J175603+574848	Wolfe_Oct_3_4_5_2004	J175603+574848	2.11	3157	8544	1015	2747	3970	8544	-1.00	1	5.0	47700	1.30	4.695193851149936	1.0090388359838283
J175746+753916	Chaffee_Jul_13_1997	J175746+753916	3.05	4106	7591	1013	1874	4106	6514	11.98	2	8.0	95600	2.60	4.710486571500016	1.320449207770917
J175746+753916	Chaffee_Jul_13_1997	J175746+753916_spec2	3.05	4106	7591	1013	1874	4127	6543	18.38	2	8.0	95600	2.60	4.710386215068026	1.32045066221196
J175746+753916	Chaffee_Jul_6_1997	J175746+753916	3.05	4106	7591	1013	1874	4106	6513	22.70	2	11.0	95600	2.60	4.710460391561236	1.3204312696647158
J175746+753916	Chaffee_Jul_6_1997	J175746+753916_spec2	3.05	4106	7591	1013	1874	4126	6563	13.08	2	9.0	95600	2.60	4.710453119356019	1.32042884559631
J175746+753916	Wolfe_Sep_20_21_22_1996	J175746+753916	3.05	4106	7591	1013	1874	5170	7591	-1.00	2	9.0	95600	2.60	4.7104843898384505	1.3204472685161923
J182157+642036	Prochaska_Jun_2_3_2006	J182157+642036	0.297	3105	5932	2393	4573	3105	5932	-1.00	1	9.0	102700	1.30	4.8080046617936345	1.1229748991813804
J185230+401906	Sargent_Jul_21_22_1996	J185230+401906	2.12	3806	6190	1219	1983	3806	6190	-1.00	2	4.0	95600	2.60	4.934376680725325	0.7025473838052775
J193957-100241	Crighton_Jul_1_2005	J193957-100241	3.787	3569	6759	745	1411	3569	6618	49.94	1	11.0	47700	1.30	5.148542397134942	-0.17532656519540926
J193957-100241	Tytler_August_10_11_12_2005	J193957-100241	3.787	3569	6759	745	1411	3843	6759	58.27	1	11.0	35800	1.30	5.148514035534597	-0.17530620302080266
J193957-100241	Cowie_Oct_2_3_4_1997	J193957-100241	3.787	3569	6759	745	1411	4018	6405	43.31	2	8.0	71700	2.60	5.148517671637205	-0.17531589929442484
J194455+770552	Cowie_Jun_26_27_2001	J194455+770552	3.02	3470	6396	3470	6396	3926	6362	31.36	2	9.0	71700	2.60	5.177838475850188	1.343430830696552
J194455+770552	Cowie_Jun_26_27_2001	J194455+770552_spec2	3.02	3470	6396	3470	6396	3941	6379	44.42	2	12.0	71700	2.60	5.177914106784441	1.3434385877154498
J194455+770552	Cowie_Oct_18_19_20_21_1998	J194455+770552	3.02	3470	6396	3470	6396	3925	6380	39.76	2	9.0	71700	2.60	5.177870473553141	1.3434468295480286
J194455+770552	Cowie_Oct_18_19_20_21_1998	J194455+770552_spec2	3.02	3470	6396	3470	6396	3984	6396	27.88	2	13.0	71700	2.60	5.177823204219234	1.343487553897242
J194455+770552	Tytler_May_26_29_1998	J194455+770552	3.02	3470	6396	3470	6396	3470	4985	48.80	2	9.0	71700	2.60	5.177718484464114	1.3434458599206665
J194455+770552	Tytler_Oct_27_28_29_1998	J194455+770552	3.02	3470	6396	3470	6396	3488	5039	67.59	2	17.0	71700	2.60	5.177802842044627	1.3434662220952729
J200324-325145	Cowie_July_2_3_2005	J200324-325145	3.783	3565	8300	745	1735	3565	8300	19.91	1	7.0	71600	1.30	5.236899690517155	-0.5760381626018307
J200324-325145	Cowie_July_2_3_2005	J200324-325145_spec2	3.783	3565	8300	745	1735	5217	8300	20.25	1	12.0	71600	1.30	5.236977503112973	-0.5760250726324408
J200324-325145	Cowie_Aug_5_1995	J200324-325145	3.783	3565	8300	745	1735	5386	7835	29.64	2	9.0	71700	2.60	5.236925870455935	-0.5760226485640352
J203642-055300	Wolfe_Jul_14_2005	J203642-055300	2.582	3244	8565	905	2391	4078	8565	3.49	1	9.0	35800	1.30	5.396115169868773	-0.10268838579581081
J203642-055300	Wolfe_Oct_6_2004	J203642-055300	2.582	3244	8565	905	2391	3244	6145	11.70	1	2.0	47700	1.30	5.396137713704944	-0.10269468837366523
J204051-010538	Tytler_Aug_3_4_2002	J204051-010538	2.783	3341	4854	883	1283	3341	4854	9.17	2	5.0	71700	2.60	5.402999039326846	-0.02221367805475783
J210025-064146	Prochaska_Oct_26_28_2005	J210025-064146	3.137	3722	8981	899	2170	3722	6634	4.91	1	3.0	71600	2.60	5.4995884690142995	-0.11687548854611918
J210025-064146	Wolfe_Oct_3_4_5_2004	J210025-064146	3.137	3722	8981	899	2170	4439	8981	26.51	1	4.0	47700	1.30	5.499605195086298	-0.11686967078194586
J210025-064146	Wolfe_Sep_18_2007	J210025-064146	3.137	3722	8981	899	2170	3889	6924	14.61	1	7.0	47700	1.30	5.499603013424734	-0.11687451891875696
J211452+060742	Roth_Nov_11_12_1996	J211452+060742	0.457	3805	5976	2611	4101	3805	5976	-1.00	2	7.0	95600	2.60	5.562655214314593	0.10697413873681912
J212329-005052	Prochaska_Aug_19_20_2006	J212329-005052	2.262	3027	5896	927	1807	3027	5896	37.32	1	7.0	102700	1.30	5.600262696371941	-0.014830935318821816
J212904-160249	Crighton_Aug_22_2007	J212904-160249	2.9	3992	8545	1023	2191	3992	8545	7.06	1	4.0	47700	1.30	5.62465730877117	-0.2800783180180223
J212912-153841	Prochaska_Sep_8_9_2004	J212912-153841	3.268	3571	6422	836	1504	3571	6422	20.66	1	4.0	47700	1.30	5.62520781470607	-0.27305530703346953
J212912-153841	Cowie_Jul_2_3_1995	J212912-153841	3.268	3571	6422	836	1504	3879	6188	42.80	2	10.0	71700	2.60	5.61312213685653	-0.2769178176308692
J213135-120704	Sargent_Aug_20_21_22_1995	J213135-120704	0.501	3841	6076	2558	4047	3841	6076	-1.00	2	14.0	95600	2.60	5.623778826381	-0.2153692663729703
J215502+135826	Djorgovski_Sep_7_8_1999	J215502+135826	4.26	4223	6662	802	1266	4255	6635	10.98	2	4.0	71700	2.60	5.737951721061774	0.24391558073038086
J215502+135826	Djorgovski_Sep_7_8_1999	J215502+135826_spec2	4.26	4223	6662	802	1266	4223	6662	9.03	2	5.0	71700	2.60	5.737892088978998	0.24384964606975
J215502+135826	Djorgovski_Sep_7_8_1999	J215502+135826_spec3	4.26	4223	6662	802	1266	4274	6662	8.35	2	4.0	71700	2.60	5.737909542271518	0.24387000824435656
J220639-181846	Prochaska_Sep_8_9_2004	J220639-181846	2.728	3304	6183	886	1658	3304	6183	12.01	1	4.0	47700	1.30	5.788646990847515	-0.31961972184931603
J220852-194400	Steidel_Sep_24_25_2008	J220852-194400	2.573	3022	6165	845	1725	3022	5896	47.60	1	6.0	35800	1.30	5.798290662185304	-0.344397094649781
J220852-194400	Sargent_Nov_10_11_12_1999	J220852-194400	2.573	3022	6165	845	1725	3909	6165	8.82	2	9.0	95600	2.60	5.786267525300629	-0.3486964223738604
J220852-194400	Sargent_Oct_12_13_14_1999	J220852-194400	2.573	3022	6165	845	1725	3319	4849	22.85	2	7.0	95600	2.60	5.7863024318856695	-0.3486964223738604
J220852-194400	Sargent_Oct_12_13_14_1999	J220852-194400_spec2	2.573	3022	6165	845	1725	3340	4890	23.83	2	8.0	95600	2.60	5.786275524726367	-0.34868575647287603
J221516-294423	Chaffee_July_28_1996	J221516-294423	2.706	3978	5998	1073	1618	3978	5998	6.63	2	10.0	95600	2.60	5.813805184794491	-0.523377700559713
J221527-161132	Sargent_Aug_20_21_22_1995	J221527-161132	3.99	4469	6921	895	1386	4469	6888	5.79	2	6.0	95600	2.60	5.815132362246528	-0.286968490053951
J221527-161132	Sargent_Aug_20_21_22_1995	J221527-161132_spec2	3.99	4469	6921	895	1386	4492	6921	7.86	2	6.0	95600	2.60	5.815093092338358	-0.28696412673082106
J221852-033536	Steidel_Sep_22_23_24_1998	J221852-033536	0.901	3847	5357	2023	2817	3847	5357	-1.00	2	9.0	95600	2.60	5.830554527849463	-0.06714717964735185
J222256-094636	Ellison_Aug_17_18_2006	J222256-094636	2.926	3214	6096	818	1552	3214	6096	15.64	1	10.0	47700	1.30	5.85959753382317	-0.17062775099809566
J222547-045701	Roth_Nov_11_12_1996	J222547-045701	1.403	3722	6078	1548	2529	3722	6078	-1.00	2	3.0	95600	2.60	5.872142087821881	-0.08639282834635709
J223235+024755	Wolfe_Sep_29_30_1997	J223235+024755	2.147	3882	6879	1233	2185	3882	6287	-1.00	2	7.0	71700	2.60	5.8906520317598	0.04435511887103034
J223235+024755	Wolfe_Sep_29_30_1997	J223235+024755_spec2	2.147	3882	6879	1233	2185	4415	6879	-1.00	2	6.0	71700	2.60	5.890688392785884	0.044353179616305895
J223408+000001	Wolfe_Oct_31_Nov_1_1995	J223408+000001	3.027	3976	6409	987	1591	3976	6409	28.23	2	16.0	71700	2.60	5.8974042743034545	-0.004527190154200847
J223619+132620	Sargent_Jul_21_22_1996	J223619+132620	3.295	4898	7304	1140	1700	4898	7303	10.90	2	6.0	95600	2.60	5.90723847741792	0.23005330314641592
J223619+132620	Sargent_Jul_21_22_1996	J223619+132620_spec2	3.295	4898	7304	1140	1700	4899	7304	14.20	2	6.0	95600	2.60	5.907317744454782	0.23001645730665157
J223627+135714	Steidel_Sep_14_15_16_1999	J223627+135714	3.216	4154	6630	985	1572	4154	6630	21.82	2	7.0	95600	2.60	5.918644204079703	0.24354906158746203
J223627+135714	Steidel_Sep_14_15_16_1999	J223627+135714_spec2	3.216	4154	6630	985	1572	4174	6618	20.18	2	7.0	95600	2.60	5.918591844202144	0.24356748450734422
J223953-055219	Cowie_Dec_25_2003	J223953-055219	4.558	4934	8194	887	1474	5735	8194	15.43	2	9.0	95600	2.60	5.922294851098458	-0.10704540634794221
J223953-055219	Sargent_Aug_20_21_22_1995	J223953-055219	4.558	4934	8194	887	1474	4968	7304	30.27	2	8.0	95600	2.60	5.922278852246982	-0.10705558743524551
J223953-055219	Sargent_Aug_20_21_22_1995	J223953-055219_spec2	4.558	4934	8194	887	1474	493	735	26.69	0.0	9.0	95600	2.60	5.922315940493586	-0.10705025448475332
J224030+032130	Lu_Jan_3_4_1998	J224030+032130	1.695	3940	6407	1461	2377	3969	6399	-1.00	2	8.0	95600	2.60	5.936270575083803	0.05861930699663511
J224030+032130	Lu_Jan_3_4_1998	J224030+032130_spec2	1.695	3940	6407	1461	2377	3940	6407	-1.00	2	9.0	95600	2.60	5.936278574509542	0.05860767146828848
J224145+122557	Wolfe_Jul_14_2005	J224145+122557	2.631	4095	8551	1127	2354	4095	8551	5.42	1	7.0	35800	1.30	5.941776361653323	0.21700599736039608
J225409+244523	Tytler_Dec_10_12_13_14_2009	J225409+244523	2.328	3366	6198	1011	1862	3366	6198	5.49	1	5.0	95500	2.60	5.99588738622932	0.43208437552470064
J230301-093930	Tytler_August_10_11_12_2005	J230301-093930	3.454	3837	8352	861	1875	3877	6758	58.51	1	9.0	35800	1.30	6.034579154084471	-0.1685663232260179
J230301-093930	Wolfe_Nov_8_2005	J230301-093930	3.454	3837	8352	861	1875	3837	8352	40.43	1	12.0	71600	2.60	6.034592971274382	-0.16860413869314445
J230444+031145	Sargent_Jul_21_22_1996	J230444+031145	1.052	3340	6050	1627	2948	3843	6050	-1.00	2	15.0	95600	2.60	6.031006319661533	0.05111681528146503
J230444+031145	Sargent_Oct_12_13_14_1999	J230444+031145	1.052	3340	6050	1627	2948	3340	4889	-1.00	2	6.0	95600	2.60	6.030985230266406	0.05107027316807852
J231324+003444	Tytler_Dec_10_12_13_14_2009	J231324+003444	2.083	3176	6038	1030	1958	3176	6038	11.50	1	10.0	95500	2.60	6.079884265363634	0.010108850064814935
J231543+145606	Prochaska_Jun_4_2006	J231543+145606	3.39	3926	7819	894	1781	3926	7785	17.41	1	6.0	71600	2.60	6.089952633486076	0.26053208483672907
J231543+145606	Wolfe_Nov_8_2005	J231543+145606	3.39	3926	7819	894	1781	4797	7819	7.95	1	6.0	71600	2.60	6.090034082184504	0.26071001145769634
J233446-090812	Wolfe_Dec_27_2006	J233446-090812	3.316	3761	8338	871	1931	3761	8338	9.52	1	6.0	47700	1.30	6.173166296118558	-0.15950418589871845
J233446-090812	Wolfe_Sep_18_2007	J233446-090812	3.316	3761	8338	871	1931	4065	7120	30.87	1	5.0	47700	1.30	6.173161205574907	-0.15945812859901304
J233823+150445	Tytler_Dec_10_12_13_14_2009	J233823+150445	2.418	3367	6198	985	1813	3367	6198	8.30	1	6.0	95500	2.60	6.188875713827551	0.26318401567239824
J234023-005327	Prochaska_Aug_19_20_2006	J234023-005327	2.085	3048	6305	988	2043	3048	5896	12.99	1	6.0	47700	1.30	6.197599451205435	-0.015546520312139489
J234023-005327	Wolfe_Oct_31_Nov_1_2003	J234023-005327	2.085	3048	6305	988	2043	3894	6305	-1.00	2	9.0	71700	2.60	6.197594360661784	-0.015547489939501708
J234352+141014	Chaffee_Jul_4_2005	J234352+141014	2.896	3124	6660	801	1709	3296	6151	10.04	1	16.0	71600	2.60	6.212843447780562	0.2473252753496242
J234352+141014	Steidel_Oct_9_10_2005	J234352+141014	2.896	3124	6660	801	1709	3124	5977	8.05	1	6.0	71600	2.60	6.212840538898475	0.24733109311379753
J234352+141014	Wolfe_Dec_26_2006	J234352+141014	2.896	3124	6660	801	1709	3813	6660	6.44	1	13.0	47700	1.30	6.212836902795868	0.2472990954108443
J234451+343348	Wolfe_Oct_3_4_5_2004	J234451+343348	3.01	4306	8912	1073	2222	4306	8912	7.29	1	9.0	47700	1.30	6.2171078689196015	0.6032473608267411
J234451+343348	Wolfe_Oct_31_Nov_1_2003	J234451+343348	3.01	4306	8912	1073	2222	4646	7127	5.40	2	4.0	71700	2.60	6.217088233965518	0.6032381493668001
J234531+090906	Steidel_Oct_29_30_1997	J234531+090906	2.784	3804	6272	1005	1657	3804	6272	5.04	2	5.0	95600	2.60	6.219990571067479	0.15972332168257997
J234628+124859	Murphy_Jul_8_2008	J234628+124859	2.573	3022	8934	845	2500	4476	7587	-1.00	1	9.0	47700	1.30	6.224192451241655	0.22367073103460888
J234628+124859	Steidel_Oct_9_10_2005	J234628+124859	2.573	3022	8934	845	2500	3120	5978	60.43	1	9.0	95500	2.60	6.224158271877137	0.22368866914080993
J234628+124859	Steidel_Sep_24_25_2008	J234628+124859	2.573	3022	8934	845	2500	3022	5896	36.77	1	6.0	35800	1.30	6.224158271877137	0.22368139693559327
J234628+124859	Sargent_Dec_11_12_1996	J234628+124859	2.573	3022	8934	845	2500	6522	8934	-1.00	2	8.0	95600	2.60	6.213034706777759	0.21885459192646672
J234628+124859	Sargent_Oct_17_18_1995	J234628+124859	2.573	3022	8934	845	2500	3861	6065	13.67	2	6.0	95600	2.60	6.213008526838981	0.21882938161504906
J234628+124859	Sargent_Oct_17_18_1995	J234628+124859_spec2	2.573	3022	8934	845	2500	3876	6062	11.39	2	9.0	95600	2.60	6.213007799618458	0.21882647273296238
J234628+124859	Steidel_Sep_22_23_24_1998	J234628+124859	2.573	3022	8934	845	2500	3370	4917	15.16	2	7.0	95600	2.60	6.213041251762454	0.21881338276357243
J234628+124859	Steidel_Sep_22_23_24_1998	J234628+124859_spec2	2.573	3022	8934	845	2500	3575	5117	25.29	2	8.0	95600	2.60	6.213043433424019	0.21881726127302129
J234632+124540	Sargent_Oct_17_18_1995	J234632+124540	2.515	3846	6066	1094	1725	3858	6066	7.64	2	6.0	95600	2.60	6.2143335226294525	0.2178393920782234
J234632+124540	Sargent_Oct_17_18_1995	J234632+124540_spec2	2.515	3846	6066	1094	1725	3846	6064	9.46	2	6.0	95600	2.60	6.2143342498499745	0.2178403617055856
J234856-104131	Chaffee_June_18_2006	J234856-104131	3.172	3102	5980	743	1433	3102	5980	16.52	1	5.0	71600	2.60	6.23493058946455	-0.18661157325059594
J235010+081255	Cowie_Oct_25_26_2001	J235010+081255	1.7	3979	6081	1473	2252	3979	6081	-1.00	2	8.0	71700	2.60	6.240279296401391	0.14338364618814525
J235050+045507	Tytler_Dec_10_12_13_14_2009	J235050+045507	2.593	3368	6198	937	1725	3368	6198	12.84	1	25.0	95500	2.60	6.243209995103698	0.08584498888670332
J235057-005209	Chaffee_Nov_2_1997	J235057-005209	3.025	3897	7494	968	1861	5067	7494	-1.00	2	5.0	71700	2.60	6.232571486092272	-0.02005965086958816
J235057-005209	Cowie_Nov_28_1997	J235057-005209	3.025	3897	7494	968	1861	3897	6308	5.72	2	4.0	95600	2.60	6.243749592730773	-0.015158184553570753
J235057-005209	Wolfe_Nov_8_9_1999	J235057-005209	3.025	3897	7494	968	1861	5062	7487	-1.00	2	7.0	71700	2.60	6.232571486092272	-0.020026683539272713
J235057-005209	Wolfe_Nov_8_9_1999	J235057-005209_spec2	3.025	3897	7494	968	1861	5067	7494	-1.00	2	7.0	71700	2.60	6.23257075887175	-0.02002862279399715
J235129-142756	Wolfe_Sep_20_21_22_1996	J235129-142756	2.933	3846	6296	977	1600	3846	6296	27.99	2	11.0	71700	2.60	6.234847686325081	-0.25733279935508724
J235953-124148	Becker_Dec_26_27_1997	J235953-124148	0.868	4317	7455	2311	3990	5038	7455	-1.00	2	8.0	71700	2.60	6.282700978312158	-0.2216020310573145
J235953-124148	Becker_Dec_26_27_1997	J235953-124148_spec2	0.868	4317	7455	2311	3990	4317	6774	-1.00	2	9.0	71700	2.60	6.282695887768506	-0.22160106142995228
